ntasks,global_data_size,parallel_time,serial_time,run_serial
96,10000000,0.157226,0.000000,0
96,10000000,0.171529,0.000000,0
96,10000000,0.155090,0.000000,0
96,10000000,0.154419,0.000000,0
96,10000000,0.154016,0.000000,0
96,10000000,0.154437,0.000000,0
96,10000000,0.155187,0.000000,0
96,10000000,0.154189,0.000000,0
96,10000000,0.154513,0.000000,0
98,10000000,0.173414,2.022412,1
98,10000000,0.154501,0.000000,0
98,10000000,0.154097,0.000000,0
98,10000000,0.154975,0.000000,0
98,10000000,0.154200,0.000000,0
98,10000000,0.154140,0.000000,0
98,10000000,0.154401,0.000000,0
98,10000000,0.154306,0.000000,0
98,10000000,0.172034,0.000000,0
98,10000000,0.155214,0.000000,0
100,10000000,0.156265,2.026022,1
100,10000000,0.156621,0.000000,0
100,10000000,0.157420,0.000000,0
100,10000000,0.156967,0.000000,0
100,10000000,0.156255,0.000000,0
100,10000000,0.156249,0.000000,0
100,10000000,0.155674,0.000000,0
100,10000000,0.156681,0.000000,0
100,10000000,0.156295,0.000000,0
100,10000000,0.157013,0.000000,0
102,10000000,0.153200,2.045135,1
102,10000000,0.154288,0.000000,0
102,10000000,0.154617,0.000000,0
102,10000000,0.154368,0.000000,0
102,10000000,0.155255,0.000000,0
102,10000000,0.172134,0.000000,0
102,10000000,0.155082,0.000000,0
102,10000000,0.154230,0.000000,0
102,10000000,0.154845,0.000000,0
102,10000000,0.155158,0.000000,0
104,10000000,0.154451,2.026831,1
104,10000000,0.154542,0.000000,0
104,10000000,0.155241,0.000000,0
104,10000000,0.155066,0.000000,0
104,10000000,0.154467,0.000000,0
104,10000000,0.154924,0.000000,0
104,10000000,0.154977,0.000000,0
104,10000000,0.154848,0.000000,0
104,10000000,0.154330,0.000000,0
104,10000000,0.155609,0.000000,0
106,10000000,0.183985,2.023749,1
106,10000000,0.155941,0.000000,0
106,10000000,0.174584,0.000000,0
106,10000000,0.155888,0.000000,0
106,10000000,0.156837,0.000000,0
106,10000000,0.179080,0.000000,0
106,10000000,0.173806,0.000000,0
106,10000000,0.155816,0.000000,0
106,10000000,0.157969,0.000000,0
106,10000000,0.155423,0.000000,0
108,10000000,0.160669,2.115170,1
108,10000000,0.155895,0.000000,0
108,10000000,0.155426,0.000000,0
108,10000000,0.156637,0.000000,0
108,10000000,0.157376,0.000000,0
108,10000000,0.156099,0.000000,0
108,10000000,0.156702,0.000000,0
108,10000000,0.156109,0.000000,0
108,10000000,0.156070,0.000000,0
108,10000000,0.157202,0.000000,0
110,10000000,0.155722,2.030497,1
110,10000000,0.156557,0.000000,0
110,10000000,0.157668,0.000000,0
110,10000000,0.157162,0.000000,0
110,10000000,0.172171,0.000000,0
110,10000000,0.155578,0.000000,0
110,10000000,0.156157,0.000000,0
110,10000000,0.156274,0.000000,0
110,10000000,0.156867,0.000000,0
110,10000000,0.157063,0.000000,0
112,10000000,0.155871,2.032402,1
112,10000000,0.159376,0.000000,0
112,10000000,0.157027,0.000000,0
112,10000000,0.156628,0.000000,0
112,10000000,0.157286,0.000000,0
112,10000000,0.156650,0.000000,0
112,10000000,0.156822,0.000000,0
112,10000000,0.156737,0.000000,0
112,10000000,0.157721,0.000000,0
112,10000000,0.157208,0.000000,0
114,10000000,0.155862,2.028138,1
114,10000000,0.158334,0.000000,0
114,10000000,0.158199,0.000000,0
114,10000000,0.162009,0.000000,0
114,10000000,0.158167,0.000000,0
114,10000000,0.159191,0.000000,0
114,10000000,0.157408,0.000000,0
114,10000000,0.156481,0.000000,0
114,10000000,0.165771,0.000000,0
114,10000000,0.156742,0.000000,0
116,10000000,0.156843,2.038181,1
116,10000000,0.163054,0.000000,0
116,10000000,0.157880,0.000000,0
116,10000000,0.167358,0.000000,0
116,10000000,0.159080,0.000000,0
116,10000000,0.158952,0.000000,0
116,10000000,0.156838,0.000000,0
116,10000000,0.171134,0.000000,0
116,10000000,0.156952,0.000000,0
116,10000000,0.176679,0.000000,0
118,10000000,0.157724,2.029781,1
118,10000000,0.176762,0.000000,0
118,10000000,0.158965,0.000000,0
118,10000000,0.156991,0.000000,0
118,10000000,0.162274,0.000000,0
118,10000000,0.170727,0.000000,0
118,10000000,0.157584,0.000000,0
118,10000000,0.174526,0.000000,0
118,10000000,0.157991,0.000000,0
118,10000000,0.157830,0.000000,0
120,10000000,0.158432,2.027349,1
120,10000000,0.160519,0.000000,0
120,10000000,0.175306,0.000000,0
120,10000000,0.159052,0.000000,0
120,10000000,0.177152,0.000000,0
120,10000000,0.158564,0.000000,0
120,10000000,0.159069,0.000000,0
120,10000000,0.160204,0.000000,0
120,10000000,0.159046,0.000000,0
120,10000000,0.158716,0.000000,0
122,10000000,0.158491,2.027856,1
122,10000000,0.158515,0.000000,0
122,10000000,0.159349,0.000000,0
122,10000000,0.159244,0.000000,0
122,10000000,0.159874,0.000000,0
122,10000000,0.175853,0.000000,0
122,10000000,0.159138,0.000000,0
122,10000000,0.160155,0.000000,0
122,10000000,0.160145,0.000000,0
122,10000000,0.158427,0.000000,0
124,10000000,0.209728,2.065903,1
124,10000000,0.161842,0.000000,0
124,10000000,0.161150,0.000000,0
124,10000000,0.162993,0.000000,0
124,10000000,0.162306,0.000000,0
124,10000000,0.162691,0.000000,0
124,10000000,0.163074,0.000000,0
124,10000000,0.169760,0.000000,0
124,10000000,0.172097,0.000000,0
124,10000000,0.162201,0.000000,0
126,10000000,0.162926,2.029237,1
126,10000000,0.165871,0.000000,0
126,10000000,0.162743,0.000000,0
126,10000000,0.178990,0.000000,0
126,10000000,0.160810,0.000000,0
126,10000000,0.162302,0.000000,0
126,10000000,0.179896,0.000000,0
126,10000000,0.161011,0.000000,0
126,10000000,0.162292,0.000000,0
126,10000000,0.161312,0.000000,0
128,10000000,0.214588,2.055448,1
128,10000000,0.215641,0.000000,0
128,10000000,0.213324,0.000000,0
128,10000000,0.225483,0.000000,0
128,10000000,0.220521,0.000000,0
128,10000000,0.210805,0.000000,0
128,10000000,0.211877,0.000000,0
128,10000000,0.225647,0.000000,0
128,10000000,0.213311,0.000000,0
128,10000000,0.220444,0.000000,0
